point_0_x,point_0_y,point_0_z,point_1_x,point_1_y,point_1_z,point_2_x,point_2_y,point_2_z,point_3_x,point_3_y,point_3_z,point_4_x,point_4_y,point_4_z,point_5_x,point_5_y,point_5_z,point_6_x,point_6_y,point_6_z,point_7_x,point_7_y,point_7_z,point_8_x,point_8_y,point_8_z,point_9_x,point_9_y,point_9_z,point_10_x,point_10_y,point_10_z,point_11_x,point_11_y,point_11_z,point_12_x,point_12_y,point_12_z,point_13_x,point_13_y,point_13_z,point_14_x,point_14_y,point_14_z,point_15_x,point_15_y,point_15_z,point_16_x,point_16_y,point_16_z,point_17_x,point_17_y,point_17_z,point_18_x,point_18_y,point_18_z,point_19_x,point_19_y,point_19_z,point_20_x,point_20_y,point_20_z
0.38931384682655334,0.7275485992431641,8.832778064515878e-08,0.4394092857837677,0.7180216312408447,-0.023961490020155907,0.4892323613166809,0.680453896522522,-0.04349037632346153,0.4943906366825104,0.6234941482543945,-0.06464669853448868,0.45922330021858215,0.594170331954956,-0.08495274931192398,0.4814625680446625,0.4739997088909149,-0.01716163195669651,0.4912836253643036,0.34653976559638977,-0.048195600509643555,0.5021951198577881,0.35810744762420654,-0.07491712272167206,0.49988898634910583,0.4152621030807495,-0.08740784972906113,0.44479280710220337,0.45590925216674805,-0.02024002932012081,0.454374223947525,0.317378431558609,-0.04480286315083504,0.4663900136947632,0.33892202377319336,-0.0667043924331665,0.466742604970932,0.3982057273387909,-0.07804059237241745,0.4094275236129761,0.45526397228240967,-0.02710159495472908,0.41432520747184753,0.32640841603279114,-0.0431242510676384,0.4285362958908081,0.34263384342193604,-0.05445411801338196,0.43203437328338623,0.39610812067985535,-0.05950256809592247,0.3712793290615082,0.4715346097946167,-0.036942362785339355,0.3775347173213959,0.3758678436279297,-0.045959364622831345,0.3919563889503479,0.3734549880027771,-0.04884600266814232,0.3998514711856842,0.4025081992149353,-0.049304984509944916
0.40454724431037903,0.7181602716445923,9.113610843769493e-08,0.4567003846168518,0.7138143181800842,-0.023637380450963974,0.5075869560241699,0.6735051870346069,-0.042231231927871704,0.5187675952911377,0.6146873831748962,-0.062319085001945496,0.4822498559951782,0.5862807035446167,-0.08168402314186096,0.5002611875534058,0.47364506125450134,-0.01853269524872303,0.5115534067153931,0.3483577072620392,-0.04930802434682846,0.5246464610099792,0.3578571081161499,-0.0755019411444664,0.5218313336372375,0.4135964810848236,-0.08769328892230988,0.46491938829421997,0.4528582692146301,-0.021384382620453835,0.4749819338321686,0.3135516345500946,-0.04610280692577362,0.4893043041229248,0.33600181341171265,-0.06714494526386261,0.4889192283153534,0.39702028036117554,-0.07774753868579865,0.4301036298274994,0.45019835233688354,-0.02783617191016674,0.43463850021362305,0.32053008675575256,-0.04400474578142166,0.4504730701446533,0.33794501423835754,-0.05432558059692383,0.45324254035949707,0.3928948640823364,-0.05871187895536423,0.39155855774879456,0.4635273516178131,-0.037272777408361435,0.39809420704841614,0.37039631605148315,-0.04737398400902748,0.41415029764175415,0.3692478835582733,-0.05080796405673027,0.42272335290908813,0.39900001883506775,-0.05163613334298134
0.42173412442207336,0.7162625193595886,1.1750821471423478e-07,0.47360795736312866,0.7055506706237793,-0.02171386405825615,0.5214781165122986,0.6745198965072632,-0.04029576852917671,0.5392236113548279,0.6266704201698303,-0.060960907489061356,0.5121236443519592,0.5924534797668457,-0.08102568238973618,0.5189257264137268,0.46891334652900696,-0.013385823927819729,0.5302584767341614,0.3558295965194702,-0.04144586622714996,0.5435519814491272,0.3646908104419708,-0.06653546541929245,0.5427940487861633,0.41240784525871277,-0.07923923432826996,0.48452314734458923,0.44860002398490906,-0.017328612506389618,0.49619755148887634,0.3155299425125122,-0.040536850690841675,0.5111120343208313,0.3374691903591156,-0.061674896627664566,0.5124613642692566,0.3938452899456024,-0.07300718873739243,0.4503098726272583,0.44714662432670593,-0.024882035329937935,0.45538774132728577,0.32249224185943604,-0.0406499058008194,0.47191673517227173,0.33857885003089905,-0.05198359116911888,0.47695669531822205,0.3888179063796997,-0.05745681747794151,0.41264134645462036,0.46337980031967163,-0.035266682505607605,0.4197448194026947,0.37666869163513184,-0.04570340737700462,0.4383702278137207,0.3728570342063904,-0.050621144473552704,0.4514191746711731,0.39677396416664124,-0.052838608622550964
0.4328726530075073,0.7163444757461548,1.0436973951755135e-07,0.4856458902359009,0.705417811870575,-0.019998542964458466,0.5370450019836426,0.6782430410385132,-0.037334393709897995,0.5587528347969055,0.6263042688369751,-0.056978363543748856,0.5291415452957153,0.5943611264228821,-0.07566791027784348,0.5389333367347717,0.4751600921154022,-0.006616994738578796,0.5566630363464355,0.36704882979393005,-0.03428693488240242,0.5654671788215637,0.3714185655117035,-0.05903030186891556,0.560836911201477,0.41522204875946045,-0.07106330245733261,0.5051761269569397,0.4522019326686859,-0.010964952409267426,0.5209905505180359,0.33284658193588257,-0.03053436055779457,0.5310685038566589,0.33567023277282715,-0.05030560865998268,0.530214250087738,0.3749048113822937,-0.0615643672645092,0.4707788825035095,0.45046931505203247,-0.01955968514084816,0.47869259119033813,0.34399789571762085,-0.03257902339100838,0.4896653890609741,0.3334640860557556,-0.04404769837856293,0.49216774106025696,0.35597744584083557,-0.05062251165509224,0.43291404843330383,0.46809813380241394,-0.031052373349666595,0.4414016604423523,0.39276450872421265,-0.03822711855173111,0.45455414056777954,0.3691292703151703,-0.04262026026844978,0.4647872745990753,0.3669423758983612,-0.0452331081032753
0.45592260360717773,0.7037705779075623,1.6256235824130272e-07,0.506169855594635,0.6996102333068848,-0.019472111016511917,0.5557383298873901,0.6740001440048218,-0.03698965534567833,0.5685200691223145,0.6307517290115356,-0.05643988400697708,0.5422501564025879,0.5996050834655762,-0.07539825886487961,0.5558342933654785,0.46609824895858765,-0.01378115639090538,0.5685891509056091,0.3552737236022949,-0.04245875030755997,0.5863910913467407,0.3676879107952118,-0.06777354329824448,0.5891501307487488,0.41960179805755615,-0.08054065704345703,0.521876871585846,0.44791537523269653,-0.01880437321960926,0.5332627892494202,0.3209158480167389,-0.04345433786511421,0.5541901588439941,0.33839911222457886,-0.06591977924108505,0.5593695044517517,0.3955930769443512,-0.07860744744539261,0.4881400763988495,0.44784873723983765,-0.027185695245862007,0.49425360560417175,0.325542688369751,-0.04478878900408745,0.5153357982635498,0.33774593472480774,-0.05856139957904816,0.525157630443573,0.38584181666374207,-0.06580988317728043,0.45067405700683594,0.4647459387779236,-0.03796691820025444,0.45787206292152405,0.3808209002017975,-0.05016983300447464,0.4788101017475128,0.3736403286457062,-0.05728169530630112,0.4956144690513611,0.392770379781723,-0.06108073890209198
0.4678250253200531,0.7087526917457581,1.3477082916324434e-07,0.5201102495193481,0.6954331398010254,-0.019881634041666985,0.5675409436225891,0.66676265001297,-0.035219207406044006,0.5825697779655457,0.6179484724998474,-0.05284641683101654,0.5630413889884949,0.5839058756828308,-0.06997695565223694,0.5662973523139954,0.4764825701713562,-0.006133614107966423,0.5824190378189087,0.3750060796737671,-0.03138168901205063,0.5975552797317505,0.3798410892486572,-0.05489934980869293,0.6023619174957275,0.42189449071884155,-0.0671006590127945,0.5351832509040833,0.453163206577301,-0.010052953846752644,0.5486833453178406,0.3362184762954712,-0.02971905656158924,0.5620495676994324,0.34252333641052246,-0.05053135007619858,0.5662243366241455,0.3868779242038727,-0.06277719885110855,0.5036506652832031,0.4496532678604126,-0.017893144860863686,0.5099161267280579,0.3387922942638397,-0.0331282764673233,0.5242785811424255,0.3395342230796814,-0.04692026972770691,0.5316706895828247,0.37942320108413696,-0.05429048091173172,0.46854403614997864,0.46470725536346436,-0.028337744995951653,0.47408604621887207,0.3806453347206116,-0.03921040520071983,0.4915929436683655,0.3678087890148163,-0.04579167440533638,0.5074619054794312,0.3865140676498413,-0.0490388460457325
0.4826411008834839,0.708086371421814,1.1241311170806512e-07,0.537543535232544,0.6913140416145325,-0.015507870353758335,0.5854028463363647,0.6590747833251953,-0.026465196162462234,0.6039073467254639,0.6041620969772339,-0.040117379277944565,0.5789661407470703,0.5799118280410767,-0.053414277732372284,0.5844971537590027,0.4816855192184448,0.005001180339604616,0.5976365208625793,0.3931213319301605,-0.012070370838046074,0.6079375147819519,0.38581976294517517,-0.030333993956446648,0.6133072376251221,0.4093012511730194,-0.04130135476589203,0.553321361541748,0.46014758944511414,0.0006257627392187715,0.560947060585022,0.3550892174243927,-0.013923551887273788,0.5706958174705505,0.3547641634941101,-0.030855540186166763,0.5758065581321716,0.3848804533481598,-0.041467003524303436,0.5224744081497192,0.4584907293319702,-0.007382264826446772,0.5270892381668091,0.36065393686294556,-0.02030983753502369,0.53987717628479,0.35980257391929626,-0.03098238632082939,0.5487810969352722,0.39070382714271545,-0.03652296960353851,0.4895153343677521,0.473400741815567,-0.01772846095263958,0.4971802830696106,0.3968777656555176,-0.026892324909567833,0.5135332942008972,0.3824998140335083,-0.03141677379608154,0.5297699570655823,0.3931795060634613,-0.033502668142318726
0.5006505250930786,0.7075814604759216,2.6160282118325995e-07,0.5532857775688171,0.696842610836029,-0.018532386049628258,0.6034606099128723,0.6684871912002563,-0.03360074386000633,0.6270681023597717,0.6160091161727905,-0.05114506185054779,0.5969498157501221,0.5854870676994324,-0.06875941157341003,0.6015502214431763,0.47829192876815796,-0.0010618719970807433,0.6144269704818726,0.3956994414329529,-0.016503939405083656,0.6297029256820679,0.38841700553894043,-0.03199759125709534,0.6369662880897522,0.413242906332016,-0.04092699661850929,0.5719168186187744,0.4563773572444916,-0.005358254536986351,0.5820112824440002,0.3546767234802246,-0.017529526725411415,0.5970391035079956,0.3554292917251587,-0.030931327491998672,0.605396032333374,0.3890717327594757,-0.03843008354306221,0.5420008897781372,0.4530670642852783,-0.013166858814656734,0.5452286601066589,0.3515141010284424,-0.02336151711642742,0.5628533363342285,0.34573251008987427,-0.031000006943941116,0.5747234225273132,0.37742194533348083,-0.03461230918765068,0.5078996419906616,0.46833035349845886,-0.02374388463795185,0.5103750228881836,0.38409024477005005,-0.03239862993359566,0.5301997065544128,0.3679262697696686,-0.03558161109685898,0.5493572354316711,0.38589587807655334,-0.03606487438082695
0.5141749978065491,0.704851508140564,1.9044020405090123e-07,0.566513180732727,0.6975089311599731,-0.018435034900903702,0.616258442401886,0.6735318899154663,-0.033351268619298935,0.6404012441635132,0.627367377281189,-0.050407346338033676,0.6161752343177795,0.5917757749557495,-0.06764354556798935,0.6213733553886414,0.4916802942752838,-0.0071512022987008095,0.6435336470603943,0.410264790058136,-0.02712268754839897,0.6578633785247803,0.40637657046318054,-0.045468997210264206,0.6626912951469421,0.42826324701309204,-0.05575184151530266,0.5930202603340149,0.4647470712661743,-0.011446314863860607,0.6095297336578369,0.36583516001701355,-0.02776673436164856,0.625444769859314,0.37110158801078796,-0.0433201901614666,0.6326532959938049,0.40571147203445435,-0.05200331658124924,0.5619906783103943,0.4587387144565582,-0.019042396917939186,0.5710944533348083,0.3562055230140686,-0.03245486319065094,0.5892684459686279,0.35385188460350037,-0.04113558307290077,0.6013729572296143,0.382948100566864,-0.04501678794622421,0.5269587635993958,0.4709536135196686,-0.02905966527760029,0.5322972536087036,0.3846895694732666,-0.039574846625328064,0.5522840023040771,0.37083539366722107,-0.0428568460047245,0.5706365704536438,0.3886929154396057,-0.04313917085528374
0.5257641077041626,0.6990165114402771,2.027838519325087e-07,0.5790525078773499,0.695076048374176,-0.018614159896969795,0.6313275694847107,0.6745657920837402,-0.035948675125837326,0.6572767496109009,0.6287575960159302,-0.05567949265241623,0.6308817863464355,0.5939155220985413,-0.07516506314277649,0.637195348739624,0.4914531707763672,-0.007717032451182604,0.6568532586097717,0.40190407633781433,-0.030340703204274178,0.6691285967826843,0.40215563774108887,-0.049083832651376724,0.6697784066200256,0.4375404417514801,-0.05843929573893547,0.6100594401359558,0.4689970314502716,-0.013519427739083767,0.6292816996574402,0.36704111099243164,-0.031603556126356125,0.6457074880599976,0.37089744210243225,-0.04656120762228966,0.6533770561218262,0.40609803795814514,-0.054156363010406494,0.5808431506156921,0.4652867019176483,-0.023202834650874138,0.593464195728302,0.36554375290870667,-0.03704557567834854,0.6147436499595642,0.3584570288658142,-0.045076753944158554,0.6302326917648315,0.38438597321510315,-0.04874284192919731,0.5459970235824585,0.4787336587905884,-0.035683054476976395,0.5511736869812012,0.39506587386131287,-0.046232447028160095,0.5726411938667297,0.3741312026977539,-0.05032654479146004,0.5945085883140564,0.3841300308704376,-0.05158839374780655
